record_id;base_id;id;file_name;title;author;date;print_run;typography_name;production_method;original_language;text_language;is_translation;note;has_text;record_type;text_word_count;text_char_count_with_spaces;text_char_count_without_spaces;source
44;42;42;lclc-n042-LKJS_Riga_org_IV_district_X_cell-unk-1934-07-10.txt;LKJS Rīgas organizācijas IV rajona X šūnas lapiņa par strādnieku darba algu pazemināšanu, ar aicinājumu Komunistiskās partijas vadībā cīnīties pret Ulmaņa fašistisko diktatūru;LKJS Rīgas organizācijas IV rajona X šūna;1934-07-10;unk;unk;rotator;Latvian;Latvian;False;;TRUE;text;292;2238;1936;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 96–97.
45;43;43;lclc-n043-LKJS_Riga_org_X_district_committee-unk-1934-07-12.txt;LKJS Rīgas organizācijas X rajona komitejas uzsaukums krāsotavas un balinātavas «Tempo» strādniekiem prasīt darba apstākļu uzlabošanu un algas paaugstināšanu;LKJS Rīgas organizācijas X rajona komiteja;1934-07-12;unk;unk;rotator;Latvian;Latvian;False;;TRUE;text;300;2264;1954;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 97–98.
46;44;44;lclc-n044-LKP_CK-1000-[…1934-07-17].txt;LKP CK lapiņa par strādnieku organizāciju slēgšanu pēc fašistiskā apvērsuma, ar aicinājumu strādniekiem cīnīties pret arodbiedrību fašizāciju;LKP CK;[…1934-07-17];1000;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text;712;5754;5044;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 99–101.
47;45;45;lclc-n045-LKP_Riga_committee-2000-[…1934-07-17].txt;LKP Rīgas komitejas lapiņa par progresīvo strādnieku un darbinieku atlaišanu no darba un uzņēmumu fašizāciju, ar aicinājumu strādniekiem rīkot protesta streikus;LKP Rīgas komiteja;[…1934-07-17];2000;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text;562;4348;3768;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 101–103.
48;46;46;lclc-n046-LKJS_CK-5000-[…1934-07-17].txt;LKJS CK lapiņa par imperiālistu gatavojamo uzbrukumu PSRS, ar aicinājumu jaunatnei vienotā revolucionārā frontē cīnīties pret karu un fašismu, atzīmēt Starptautisko pretkara dienu ar streikiem un demonstrācijām;LKJS CK;[…1934-07-17];5000;Spartaks;typographic;Latvian;Latvian;False;;TRUE;text;595;4594;3997;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 103–105.
49;47;47;lclc-n047-SP_CK-unk-[…1934-07-22].txt;Latvijas Sarkanās Palīdzības CK lapiņa par imperiālistiska kara gatavošanu kapitālistiskajās valstīs, ar aicinājumu Latvijas darbaļaudīm cīnīties pret karu, par politieslodzīto atbrīvošanu;Latvijas Sarkanās Palīdzības CK;[…1934-07-22];unk;unk;rotator;Latvian;Latvian;False;;TRUE;text;637;4860;4211;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 105–107.
50;48;48;lclc-n048-LKP_CK-5000-[…1934-07-22].txt;LKP CK lapiņa 20. gadadienā kopš pirmā pasaules kara sākuma, ar aicinājumu darbaļaudīm sakļauties cīņai pret fašismu un kara gatavošanu;LKP CK;[…1934-07-22];5000;Spartaks;typographic;Latvian;Latvian;False;;TRUE;text;1047;8200;7148;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 108–111.
51;49;49;lclc-n049-LKP_CK-3000-[…1934-07-30].txt;LKP CK uzsaukums darbaļaudīm sakļauties ap Latvijas Komunistisko partiju cīņai pret provokatoriem un strādnieku vienības jaucējiem;LKP CK;[…1934-07-30];3000;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text;533;3899;3368;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 111–113.
52;50;50;lclc-n050-LKP_Daugavpils_city_committee_LKJS_Daugavpils_city_committee-3000-1934-07.txt;LKP un LKJS Daugavpils pilsētas komitejas lapiņa ar brīdinājumu darbaļaudīm par imperiālistu gatavojamo uzbrukumu PSRS un aicinājumu apvienot spēkus cīņai pret fašismu un karu;LKP Daugavpils pilsētas komiteja un LKJS Daugavpils pilsētas komiteja;1934-07;3000;Spartaks;shapirograph;Russian;Latvian;True;;TRUE;text;908;6893;5974;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 113–116.
53;51;51;lclc-n051-LKP_Riga_committee-3000-1934-07.txt;LKP Rīgas komitejas aicinājums strādniekiem atzīmēt Starptautisko pretkara dienu ar cīņas pastiprināšanu pret karu un fašismu;LKP Rīgas komiteja;1934-07;3000;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text;98;735;634;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 116.
54;52;52;lclc-n052-LKJS_Riga_committee-unk-1934-07.txt;LKJS Rīgas komitejas uzsaukums darba jauniešiem atzīmēt Starptautisko pretkara dienu ar cīņas pastiprināšanu pret Latvijas buržuāzijas kara gatavošanas politiku;LKJS Rīgas komiteja;1934-07;unk;unk;rotator;Latvian;Latvian;False;;TRUE;text;894;6953;6042;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 117–119.
55;53;53;lclc-n053-LKP_Ventspils_district_committee_LKJS_Ventspils_district_committee-2000-1934-07.txt;LKP un LKJS Ventspils rajona komiteju lapiņa ar aicinājumu strādniekiem Starptautiskajā pretkara dienā streikot un iziet demonstrācijās;LKP Ventspils rajona komiteja un LKJS Ventspils rajona komiteja;1934-07;2000;Spartaks;typographic;Latvian;Latvian;False;;TRUE;text;361;2586;2216;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 120–121.
56;54;54;lclc-n054-United_antifascist_committee-unk-1934-07.txt;Vienotās pretfašisma cīņas komitejas lapiņa ar brīdinājumu strādniekiem sargāties no politpārvaldes provokatoriem un ar aicinājumu meklēt ceļu uz Latvijas Komunistiskās partijas rindām;Vienotās pretfašisma cīņas komiteja;1934-07;unk;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text;237;1814;1574;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 121–122.
57;55;55;lclc-n055-United_antifascist_committee-unk-1934-07.txt;Vienotās pretfašisma cīņas komitejas lapiņa par fašistu represijām pret progresīvajiem strādniekiem un inteliģentiem, ar aicinājumu cīnīties pret fašistisko diktatūru;Vienotās pretfašisma cīņas komiteja;1934-07;unk;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text;247;1949;1699;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 122–123.
58;56;56;lclc-n056-LKP_soldiers_org-unk-1934-07.txt;LKP kareivju organizācijas uzsaukums Daugavpils garnizona kareivjiem prasīt savu biedru atbrīvošanu no koncentrācijas nometnes un cīnīties pret kara gatavošanu un fašismu;LKP kareivju organizācija;1934-07;unk;Spartaks;shapirograph;Latvian;Latvian;False;;TRUE;text;261;1913;1643;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 123–124.
59;57;57;lclc-n057-LKJS_Riga_committee-2000-1934-08-10.txt;LKJS Rīgas komitejas lapiņa par strādnieku jaunatnes uzdevumiem fašistiskās diktatūras apstākļos, ar aicinājumu pārvērst starptautisko jaunatnes dienu par revolucionārās jaunatnes spēku demonstrācijas dienu;LKJS Rīgas komiteja;1934-08-10;2000;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text;648;5015;4358;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 124–126.
60;58;58;lclc-n058-LKJS_CK-3000-1934-08-16.txt;LKJS CK lapiņa, kas veltīta Starptautiskajai jaunatnes dienai, ar aicinājumu sakļauties LKP un LKJS vadībā vienotā pretfašisma cīņas frontē pret imperiālistiska kara gatavošanu un intervences draudiem pret PSRS;LKJS CK;1934-08-16;3000;Spartaks;typographic;Latvian;Latvian;False;;TRUE;text;1130;8742;7592;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 127–130.
61;59;59;lclc-n059-LKP_Riga_committee-1000-1934-08-21.txt;LKP Rīgas komitejas lapiņa par fašistisko teroru Latvijā;LKP Rīgas komiteja;1934-08-21;1000;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text;366;2806;2435;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 131–132.
62;60;60;lclc-n060-LKP_Riga_committee-4000-[…1934-08-31].txt;LKP Rīgas komitejas lapiņa par Rīgas pilsētas pašvaldības lēmumu maksāt angļu Lazaru bankai cara laiku parādus, ar aicinājumu pret maksāšanu;LKP Rīgas komiteja;[…1934-08-31];4000;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text;350;2689;2334;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 132–133.
63;61;61;lclc-n061-LKJS_CK_LKJS_Riga_committee-unk-[1934-08-20..1934-08-31].txt;LKJS CK un LKJS. Rīgas komitejas aicinājums jaunajiem strādniekiem un strādniecēm atzīmēt Starptautisko jaunatnes dienu ar cīņas pastiprināšanu pret fašistisko diktatūru;LKJS CK un LKJS Rīgas komiteja;[1934-08-20..1934-08-31];unk;unk;typographic;Latvian;Latvian;False;;TRUE;text;136;1022;885;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 134.
64;62;62;lclc-n062-LKJS_Riga_committee-1000-1934-08.txt;LKJS Rīgas komitejas uzsaukums bijušo sociāldemokrātisko jaunatnes organizāciju biedriem kopā ar komunistisko jaunatni cīnīties pret fašistisko diktatūru;LKJS Rīgas komiteja;1934-08;1000;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text;912;6874;5958;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 134–137.
65;63;63;lclc-n063-LKJS_Riga_org_IV_district_X_cell-50-1934-08-25.txt;LKJS Rīgas organizācijas IV rajona X šūnas uzsaukums Rīgas tapsētājiem cīnīties par ekonomiskā stāvokļa uzlabošanu;LKJS Rīgas organizācijas IV rajona X šūna;1934-08-25;50;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text;301;2398;1924;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 137–138.
66;64;64;lclc-n064-LKJS_CK_LKJS_Riga_committee-unk-[1934-08-20..1934-08-31].txt;LKJS CK un LKJS Rīgas komitejas aicinājums Rīgas darba jaunatnei atzīmēt Starptautisko jaunatnes dienu ar streikiem, demonstrācijām un skrejošiem mītiņiem;LKJS CK un LKJS Rīgas komiteja;[1934-08-20..1934-08-31];unk;unk;typographic;Latvian;Latvian;False;;TRUE;text;137;1080;942;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 139.
67;65;65a;lclc-n065a-LKJS_CK_LKJS_Riga_committee-unk-1934-09-03.txt;LKJS CK un LKJS Rīgas komitejas uzsaukums Latvijas skolu jaunatnei cīnīties pret skolu fašizāciju un militarizāciju, pret progresīvo skolnieku un skolotāju vajāšanu;LKJS CK un LKJS Rīgas komiteja;1934-09-03;unk;unk;rotator;Latvian;Latvian;False;;TRUE;text_variant;978;7489;6495;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 140–143.
68;65;65b;lclc-n065b-LKJS_CK_LKJS_Riga_committee-4000-1934-09.txt;LKJS CK un LKJS Rīgas komitejas uzsaukums Latvijas skolu jaunatnei cīnīties pret skolu fašizāciju un militarizāciju, pret progresīvo skolnieku un skolotāju vajāšanu;LKJS CK un LKJS Rīgas komiteja;1934-09;4000;Spartaks;typographic;Latvian;Latvian;False;;TRUE;text_variant;978;7489;6495;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 140–143.
69;66;66;lclc-n066-LKP_CK-10000-1934-09-21.txt;LKP CK lapiņa par imperiālistu gatavošanos intervencijai pret PSRS, ar aicinājumu darbaļaudīm cīnīties pret Latvijas pārvēršanu par fašistiskās Vācijas kara placdarmu;LKP CK;1934-09-21;10000;Spartaks;typographic;Latvian;Latvian;False;;TRUE;text;816;6264;5446;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 143–145.
70;67;67;lclc-n067-LKP_Riga_committee-1000-1934-09-24.txt;LKP Rīgas komitejas lapiņa par fašistu izrēķināšanos ar saeimas strādnieku-zemnieku frakcijas deputātiem, ar aicinājumu darbaļaudīm cīnīties par viņu atbrīvošanu;LKP Rīgas komiteja;1934-09-24;1000;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text;236;1817;1581;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 146.
71;68;68;lclc-n068-LKP_Riga_committee_Shoemakers_faction-600-1934-09-30.txt;LKP Rīgas komitejas apavnieku frakcijas uzsaukums apavniekiem organizēti pieprasīt darba atalgojuma uzlabošanu;LKP Rīgas komitejas apavnieku frakcija;1934-09-30;600;Spartaks;typographic;Latvian;Latvian;False;;TRUE;text;512;3920;3396;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 147–148.
72;69;69;lclc-n069-LKP_Riga_committee_Shoemakers_faction-unk-1934-09.txt;LKP Rīgas komitejas apavnieku frakcijas aicinājums Latvijas Sociālistiskās strādnieku-zemnieku partijas un bijušo sociāldemokrātisko arodbiedrību biedriem gatavoties vispārējam apavnieku streikam;LKP Rīgas komitejas apavnieku frakcija;1934-09;unk;unk;rotator;Latvian;Latvian;False;;TRUE;text;153;1240;1081;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 148–149.
73;70;70;lclc-n070-LKP_Riga_committee-1500-[…1934-09-03].txt;LKP Rīgas komitejas lapiņa, kas brīdina strādniekus sargāties no provokatoriem;LKP Rīgas komiteja;[…1934-09-03];1500;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text;163;1225;1062;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 149–150.
74;71;71;lclc-n071-LKP_Riga_org_X_district_committee-100-1934-09.txt;LKP Rīgas organizācijas X rajona komitejas uzsaukums stikla fabrikas «Ausma» strādniekiem turpināt iesākto streiku līdz galīgai uzvarai;LKP Rīgas organizācijas X rajona komiteja;1934-09;100;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text;377;2756;2376;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 150–151.
75;72;72;lclc-n072-LKJS_LSJS_Riga_org_United_antifascist_committee-2000-1934-10-01.txt;LKJS un LSJS Rīgas organizāciju vienotās pretfašisma cīņas komitejas uzsaukums Rīgas skolu jaunatnei par fašistiskās valdības uzbrukumu skolnieku tiesībām, ar aicinājumu dibināt skolās pretfašisma cīņas komitejas;LKJS un LSJS Rīgas organizāciju vienotās pretfašisma cīņas komiteja;1934-10-01;2000;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text;547;4445;3885;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 150–153.
76;73;73;lclc-n073-LKJS_CK-6000-1934-10-10.txt;LKJS CK lapiņa Lielās Oktobra sociālistiskās revolūcijas 17. gadadienai ar aicinājumu jaunatnei cīnīties pret uzbrukuma gatavošanu PSRS, pret fašistisko diktatūru, par Padomju Latviju;LKJS CK;1934-10-10;6000;Spartaks;typographic;Latvian;Latvian;False;;TRUE;text;998;7453;6445;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 153–156.
77;74;74;lclc-n074-LKJS_CK_LSJS_CK-2000-1934-10-15.txt;LKJS CK un LSJS CK deklarācija par komunistiskās un sociālistiskās jaunatnes vienotu rīcību cīņā pret fašismu un karu gatavošanu;LKJS CK un LSJS CK;1934-10-15;2000;Spartaks;typographic;Latvian;Latvian;False;;TRUE;text;859;6968;6101;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 157–159.
